TITLE;AUTHOR;RATE;AVAILABILITY;BOOKTYPE;PRICE
ESTUCHE MUNDOS IMAGINARIOS (RETORNO DE LAS ESTRELLAS (STANISLAW L EM) / LA MAQUINA DEL TIEMPO (H.G.WELLS) / LA INVENCION DE MOREL (BIOY CASARES));['ADOLFO BIOY CASARES', 'STANISLAW LEM'];None;True;Tapa blanda;31.35
CESE DE ALERTA;['CONNIE WILLIS'];None;True;Tapa blanda;11.4
CESE DE ALERTA;['CONNIE WILLIS'];None;True;eBook;4.74
LA GUERRA DE LOS MUNDOS;['H.G. WELLS'];None;False;--;--
TRANSCREPUSCULAR (OMNIUM);['EMILIO BUESO'];None;False;--;--
FIASCO;['STANISLAW LEM'];None;True;Tapa blanda;13.3
EL ENCUENTRO (SAGA DE LOS HEECHEE III);['FREDERICK POHL'];None;True;Tapa blanda;7.6
EL ENCUENTRO (SAGA DE LOS HEECHEE III);['FREDERICK POHL'];None;True;eBook;5.69
REALIDAD AUMENTADA;['BRUNO NIEVAS'];10;True;Tapa blanda;9.45
REALIDAD AUMENTADA;['BRUNO NIEVAS'];10;True;eBook;4.74
LA GENTE DEL MARGEN;['ORSON SCOTT CARD'];7;False;--;--
LA RESURRECCION MAYA;['STEVE ALTEN'];8;False;--;--
OVNI. GUIA DE SUPERVIVENCIA;['RAFA INFANTES'];None;True;Bolsillo;9.5
EL JARDIN DE RAMA;['ARTHUR C. CLARKE', 'GENTRY LEE'];6;True;Tapa blanda;11.4
EL JARDIN DE RAMA;['ARTHUR C. CLARKE', 'GENTRY LEE'];6;True;eBook;4.74
EL JUEGO DE LOS VOR. AVENTURAS DE MILES VORKOSIGAN;['LOIS MCMASTER BUJOLD'];6;False;--;--
PRODIGIO;['A. BYRON COVER'];None;False;--;--
RELATOS DEL PILOTO PIRX;['STANISLAW LEM'];None;True;Tapa blanda;11.4
DIARIOS DE LAS ESTRELLAS;['STANISLAW LEM'];8;True;Tapa dura;18.52
DIARIOS DE LAS ESTRELLAS;['STANISLAW LEM'];8;True;Tapa blanda;15.2
SOSPECHA;['MIKE MCQUAY'];None;False;--;--
LA SAGA DE LOS WORTHING;['ORSON SCOTT CARD'];None;False;--;--
EL ENCUENTRO;['ANGEL SUCASAS FERNANDEZ'];None;False;--;--
ENDER EN EL EXILIO;['ORSON SCOTT CARD'];8;True;Tapa blanda;9.5
ENDER EN EL EXILIO;['ORSON SCOTT CARD'];8;True;eBook;2.84
DUNE: LA BATALLA DE CORRIN;['BRIAN HERBERT', 'KEVIN J. ANDERSON'];9;True;Tapa blanda;10.4
DUNE: LA BATALLA DE CORRIN;['BRIAN HERBERT', 'KEVIN J. ANDERSON'];9;True;eBook;5.69
LA HISTORIA DE PLATTNER;['HERBERT GEORGE WELLS'];None;True;Bolsillo;9.5
INFORME SOBRE LA TIERRA: FUNDAMENTALMENTE INOFENSIVA;['ADAMS DOUGLAS'];None;False;--;--
MAS RELATOS DEL PILOTO PIRX;['STANISLAW LEM'];8;True;Tapa blanda;12.35
DUNE: LA YIHAD BUTLERIANA;['BRIAN HERBERT', 'KEVIN J. ANDERSON'];7;True;Tapa blanda;10.4
DUNE: LA YIHAD BUTLERIANA;['BRIAN HERBERT', 'KEVIN J. ANDERSON'];7;True;eBook;5.69
AVENTURAS ESTELARES DEL PILOTO PIRX;['STANISLAW LEM'];None;True;Tapa blanda;9.5
LA GUERRA DE LOS MUNDOS;['RAMIRO DE MAEZTU', 'HERBERT GEORGE WELLS'];6;True;Tapa dura;18.9
LA GUERRA DE LOS MUNDOS;['RAMIRO DE MAEZTU', 'HERBERT GEORGE WELLS'];6;True;Tapa blanda;9.5
LA GUERRA DE LOS MUNDOS;['RAMIRO DE MAEZTU', 'HERBERT GEORGE WELLS'];6;True;eBook;0.99
EL HOMBRE INVISIBLE;['H. G. WELLS'];None;True;Bolsillo;11.4
LA RAZA FUTURA;['EDWARD BULWER-LYTTON'];None;False;--;--
CONGRESO DE FUTUROLOGIA;['STANISLAW LEM'];9;True;Tapa blanda;10.45
CUENTOS DE LOS VIUDOS NEGROS;['ISAAC ASIMOV'];None;True;Tapa blanda;10.92
EL MANANTIAL;['ALEJANDRO CASTROGUER'];None;True;Bolsillo;9.45
EL MANANTIAL;['ALEJANDRO CASTROGUER'];None;True;Tapa blanda;17.05
LA MAQUINA DEL TIEMPO;['HERBERT GEORGE WELLS'];None;True;Tapa dura;11.87
LA MAQUINA DEL TIEMPO;['HERBERT GEORGE WELLS'];None;True;Tapa blanda;16.01
CIBERIADA;['STANISLAW LEM'];10;True;Tapa blanda;11.4
2312;['KIM STANLEY ROBINSON'];8;True;Tapa blanda;9.45
2312;['KIM STANLEY ROBINSON'];8;True;eBook;9.02
RESCATE EN REMSIS VII.;['FRANCI TAPIA-FUENTES SANGUINO'];None;True;Tapa blanda;11.4
LUCHA FINAL.;['FRANCI TAPIA-FUENTES SANGUINO'];None;True;Tapa blanda;6.41
CAZADOR;['JUAN PABLO FERNÁNDEZ DEL RÍO'];None;True;Tapa blanda;6.41
EL JUEGO DE LOS VOR (LAS AVENTURAS DE MILES VORKOSIGAN 4);['LOIS MCMASTER BUJOLD'];None;True;Tapa blanda;9.45
EL JUEGO DE LOS VOR (LAS AVENTURAS DE MILES VORKOSIGAN 4);['LOIS MCMASTER BUJOLD'];None;True;eBook;6.64
SUEÑOS DE ROBOT;['ISAAC ASIMOV'];5;True;Tapa blanda;9.45
SUEÑOS DE ROBOT;['ISAAC ASIMOV'];5;True;eBook;5.69
CRIPTONOMICON III: EL CODIGO ARETUSA;['NEAL STEPHENSON'];8;False;--;--
CRIPTONOMICON: EL CODIGO ENIGMA I;['NEAL STEPHENSON'];6;False;--;--
CRIPTONOMICON II;['NEAL STEPHENSON'];7;False;--;--
EL MUNDO SUBTERRANEO;['SYDNEY FOWLER WRIGHT'];None;False;--;--
VIAJE ALUCINANTE II;['ISAAC ASIMOV'];6;True;Tapa blanda;9.45
NOCHE DE OSCURAS REVELACIONES;['FRANCESC GRIMALT'];None;True;Tapa blanda;18.0
LA TIERRA EN LLAMAS (PRIMERA GUERRA FORMICA 2);['ORSON SCOTT CARD', 'AARON JOHNSTON'];None;True;Tapa blanda;9.45
LA TIERRA EN LLAMAS (PRIMERA GUERRA FORMICA 2);['ORSON SCOTT CARD', 'AARON JOHNSTON'];None;True;eBook;6.64
LA TIERRA DESPREVENIDA (PRIMERA GUERRA FORMICA 1);['ORSON SCOTT CARD'];None;True;Tapa blanda;9.45
LA TIERRA DESPREVENIDA (PRIMERA GUERRA FORMICA 1);['ORSON SCOTT CARD'];None;True;eBook;1.89
TRANSCREPUSCULAR;['EMILIO BUESO'];None;True;Tapa blanda;8.55
L HOME IL·LUSTRAT;['RAY BRADBURY'];None;True;Tapa blanda;18.9
EL LEGADO DE LOS DIOSES II. LOS CUENTOS DEL ÁRBOL VIEJO;['ISMAEL CONTRERAS CARMONA'];None;True;Otros;13.54
EL LEGADO DE LOS DIOSES I. LA LEYENDA DE LOS CIELOS;['ISMAEL CONTRERAS CARMONA'];None;True;Otros;13.54
VISITANTE DE OTRO TIEMPO;['ANA MAR�A M�RQUEZ GARC�A'];None;True;Otros;13.08
READY PLAYER ONE;['ERNEST CLINE'];None;False;--;--
GUERRA DE REGALOS (SAGA DE ENDER 5 / ENDER 2);['ORSON SCOTT CARD'];None;True;Tapa blanda;8.5
GUERRA DE REGALOS (SAGA DE ENDER 5 / ENDER 2);['ORSON SCOTT CARD'];None;True;eBook;4.74
ANTISOLAR;['EMILIO BUESO'];None;True;Tapa blanda;8.55
METRO 2034 (SAGA METRO 2);['DMITRY GLUKHOVSKY'];None;True;Tapa blanda;8.5
EL COSMOS LARGO;['TERRY PRATCHETT'];None;True;Tapa blanda;9.45
EL COSMOS LARGO;['TERRY PRATCHETT'];None;True;eBook;6.64
LAS ESTRELLAS, MI DESTINO (2ª ED.) (OMNIUM);['ALFRED BESTER'];None;True;Tapa blanda;7.6
SNOW CRASH (OMNIUM);['NEAL STEPHENSON'];None;True;Tapa blanda;7.6
EL AÑO DE LA PLAGA;['MARC PASTOR'];None;True;Bolsillo;10.92
EL AÑO DE LA PLAGA;['MARC PASTOR'];None;True;Tapa blanda;18.05
READY PLAYER ONE (CATALA);['ERNEST CLINE'];None;True;Otros;9.45
READY PLAYER ONE (CATALA);['ERNEST CLINE'];None;True;eBook;4.74
LA MAQUINA DEL TIEMPO / THE TIME MACHINE (ED. BILINGUE ESPAÑOL - INGLES);['H.G. WELLS'];None;True;Tapa blanda;6.6
LA MAQUINA DEL TIEMPO;['HERBERT GEORGE WELLS'];None;True;Tapa dura;12.11
LA MAQUINA DEL TIEMPO;['HERBERT GEORGE WELLS'];None;True;Tapa blanda;9.5
LA MAQUINA DEL TIEMPO;['HERBERT GEORGE WELLS'];None;True;eBook;5.69
CUENTOS DE LA TABERNA DEL CIERVO BLANCO;['ARTHUR C. CLARKE'];8;False;--;--
DUNE: LA CASA ATREIDES;['BRIAN HERBERT', 'KEVIN J. ANDERSON'];8;False;--;--
DUNE: LA CASA HARKONNEN;['BRIAN HERBERT', 'K.J. ANDERSON'];7;False;--;--
NUEVA YORK 2140;['KIM STANLEY ROBINSON'];None;True;Tapa blanda;12.3
NUEVA YORK 2140;['KIM STANLEY ROBINSON'];None;True;eBook;4.74
NÓMADAS NOCTURNOS;['R. R. MARTIN GEORGE'];None;True;Tapa blanda;11.4
RETRATOS DE LOS HIJOS;['R. R. MARTIN GEORGE'];None;True;Tapa blanda;12.35
CETAGANDA (LAS AVENTURAS DE MILES VORKOSIGAN 5);['LOIS MCMASTER BUJOLD'];None;True;Tapa blanda;9.45
CETAGANDA (LAS AVENTURAS DE MILES VORKOSIGAN 5);['LOIS MCMASTER BUJOLD'];None;True;eBook;4.74
RECUERDOS. MILES VORKOSIGAN 11;['LOIS MCMASTER BUJOLD'];None;True;Tapa blanda;9.45
RECUERDOS. MILES VORKOSIGAN 11;['LOIS MCMASTER BUJOLD'];None;True;eBook;6.64
INTRIGAS Y DESEOS. ADAM DALGLIESH 8;['LOIS MCMASTER BUJOLD'];None;True;Tapa blanda;9.45
INTRIGAS Y DESEOS. ADAM DALGLIESH 8;['LOIS MCMASTER BUJOLD'];None;True;eBook;4.74
LA GUERRA INTERMINABLE;['JOE HALDEMAN'];None;True;Tapa dura;15.2
LA GUERRA INTERMINABLE;['JOE HALDEMAN'];None;True;Tapa blanda;9.45
LA GUERRA INTERMINABLE;['JOE HALDEMAN'];None;True;eBook;6.64
UNA CAMPAÐA CIVIL. MILES VORKOSIGAN 13;['LOIS MCMASTER BUJOLD'];None;True;Tapa blanda;9.45
UNA CAMPAÐA CIVIL. MILES VORKOSIGAN 13;['LOIS MCMASTER BUJOLD'];None;True;eBook;6.64
KOMARR. MILES VORKOSIGAN 12;['LOIS MCMASTER BUJOLD'];None;True;Tapa blanda;9.45
KOMARR. MILES VORKOSIGAN 12;['LOIS MCMASTER BUJOLD'];None;True;eBook;6.64
EL PROFETA ROJO. ALVIN MAKER 2;['ORSON SCOTT CARD'];None;False;--;--
ALVIN EL APRENDIZ. ALVIN MAKER 3;['ORSON SCOTT CARD'];None;True;Tapa blanda;9.45
ALVIN EL APRENDIZ. ALVIN MAKER 3;['ORSON SCOTT CARD'];None;True;eBook;2.84
ALVIN EL OFICIAL. ALVIN MAKER 4;['ORSON SCOTT CARD'];None;True;Tapa blanda;9.45
ALVIN EL OFICIAL. ALVIN MAKER 4;['ORSON SCOTT CARD'];None;True;eBook;2.84
LA GUERRA DE LOS MUNDOS;['HERBERT GEORGE WELLS'];None;True;Tapa blanda;10.4
LA GUERRA DE LOS MUNDOS;['HERBERT GEORGE WELLS'];None;True;eBook;2.84
EL MARTE LARGO (SAGA LA TIERRA LARGA 3);['TERRY PRATCHETT', 'STEPHEN BAXTER'];None;True;Tapa blanda;9.45
EL MARTE LARGO (SAGA LA TIERRA LARGA 3);['TERRY PRATCHETT', 'STEPHEN BAXTER'];None;True;eBook;6.64
MUERTE DE LA LUZ;['GEORGE R.R. MARTIN'];None;True;Tapa blanda;5.7
CAZADORES DE DUNE;['BRIAN HERBERT', 'KEVIN J. ANDERSON'];8;False;--;--
DUNE: LA YIHAD BUTLERIANA;['BRIAN HERBERT', 'KEVIN J. ANDERSON'];7;True;Tapa blanda;10.4
DUNE: LA YIHAD BUTLERIANA;['BRIAN HERBERT', 'KEVIN J. ANDERSON'];7;True;eBook;5.69
AVENTURAS ESTELARES DEL PILOTO PIRX;['STANISLAW LEM'];None;True;Tapa blanda;9.5
LA GUERRA DE LOS MUNDOS;['RAMIRO DE MAEZTU', 'HERBERT GEORGE WELLS'];6;True;Tapa dura;18.9
LA GUERRA DE LOS MUNDOS;['RAMIRO DE MAEZTU', 'HERBERT GEORGE WELLS'];6;True;Tapa blanda;9.5
LA GUERRA DE LOS MUNDOS;['RAMIRO DE MAEZTU', 'HERBERT GEORGE WELLS'];6;True;eBook;0.99
2061: ODISEA TRES;['ARTHUR C. CLARKE'];5;True;Tapa blanda;9.45
2061: ODISEA TRES;['ARTHUR C. CLARKE'];5;True;eBook;4.74
3001: ODISEA FINAL;['ARTHUR CHARLES CLAKE'];7;True;Tapa blanda;9.45
3001: ODISEA FINAL;['ARTHUR CHARLES CLAKE'];7;True;eBook;4.74
EL HOMBRE INVISIBLE;['H. G. WELLS'];None;True;Bolsillo;11.4
LA RAZA FUTURA;['EDWARD BULWER-LYTTON'];None;False;--;--
LA GUERRA MÁS FRÍA (TRÍPTICO DE ASCLEPIA 2);['IAN TREGILLIS'];10;False;--;--
EL MONSTRUO QUE AMABA A LAS GASOLINERAS;['CHRISTOPHER MOORE'];None;True;Otros;8.5
EL MONSTRUO QUE AMABA A LAS GASOLINERAS;['CHRISTOPHER MOORE'];None;True;eBook;7.59
LES CRÒNIQUES MARCIANES;['RAY DOUGLAS BRADBURY'];None;True;Otros;8.5
CONGRESO DE FUTUROLOGIA;['STANISLAW LEM'];9;True;Tapa blanda;10.45
MARTE AZUL;['KIM STANLEY ROBINSON'];None;True;Tapa blanda;10.4
MARTE AZUL;['KIM STANLEY ROBINSON'];None;True;eBook;8.54
CUENTOS DE LOS VIUDOS NEGROS;['ISAAC ASIMOV'];None;True;Tapa blanda;10.92
RETORNO DE LAS ESTRELLAS;['STANISLAW LEM'];4;True;Tapa blanda;12.35
EL HOMBRE INVISIBLE;['HERBERT GEORGE WELLS'];None;True;Tapa dura;21.75
EL HOMBRE INVISIBLE;['HERBERT GEORGE WELLS'];None;True;Tapa blanda;10.45
PORTICO: LOS ANALES DE LOS HEECHEE I;['FREDERIK POHL'];None;True;Tapa dura;18.52
PORTICO: LOS ANALES DE LOS HEECHEE I;['FREDERIK POHL'];None;True;Tapa blanda;7.6
PORTICO: LOS ANALES DE LOS HEECHEE I;['FREDERIK POHL'];None;True;eBook;5.69
JERUSALEN. CABALLO DE TROYA 1;['J. J. BENITEZ'];7;False;--;--
EL MAPA DEL CAOS (TRILOGÍA VICTORIANA 3);['FELIX J. PALMA'];None;True;Tapa blanda;10.4
EL MAPA DEL CAOS (TRILOGÍA VICTORIANA 3);['FELIX J. PALMA'];None;True;eBook;9.49
EL MANANTIAL;['ALEJANDRO CASTROGUER'];None;True;Bolsillo;9.45
EL MANANTIAL;['ALEJANDRO CASTROGUER'];None;True;Tapa blanda;17.05
LA MAQUINA DEL TIEMPO;['HERBERT GEORGE WELLS'];None;True;Tapa dura;11.87
LA MAQUINA DEL TIEMPO;['HERBERT GEORGE WELLS'];None;True;Tapa blanda;16.01
CIBERIADA;['STANISLAW LEM'];10;True;Tapa blanda;11.4
2312;['KIM STANLEY ROBINSON'];8;True;Tapa blanda;9.45
2312;['KIM STANLEY ROBINSON'];8;True;eBook;9.02
FAHRENHEIT 451;['RAY BRADBURY'];None;True;Tapa dura;12.3
FAHRENHEIT 451;['RAY BRADBURY'];None;True;Tapa blanda;17.05
LA UTOPIA LARGA (SAGA LA TIERRA LARGA 4);['TERRY PRATCHETT', 'STEPHEN BAXTER'];None;True;Tapa blanda;9.45
RESCATE EN REMSIS VII.;['FRANCI TAPIA-FUENTES SANGUINO'];None;True;Tapa blanda;11.4
LUCHA FINAL.;['FRANCI TAPIA-FUENTES SANGUINO'];None;True;Tapa blanda;6.41
CUENTOS COMPLETOS II (COLECCIÓN CUENTOS COMPLETOS 2);['ISAAC ASIMOV'];None;True;Tapa blanda;11.35
EL APRENDIZ DE GUERRERO (LAS AVENTURAS DE MILES VORKOSIGAN 2);['LOIS MCMASTER BUJOLD'];10;True;Tapa blanda;9.45
EL APRENDIZ DE GUERRERO (LAS AVENTURAS DE MILES VORKOSIGAN 2);['LOIS MCMASTER BUJOLD'];10;True;eBook;5.69
ETHAN DE ATHOS (LAS AVENTURAS DE MILES VORKOSIGAN 3);['LOIS MCMASTER BUJOLD'];None;True;Tapa blanda;9.45
ETHAN DE ATHOS (LAS AVENTURAS DE MILES VORKOSIGAN 3);['LOIS MCMASTER BUJOLD'];None;True;eBook;6.64
EN CAÍDA LIBRE (LAS AVENTURAS DE MILES VORKOSIGAN 4);['LOIS MCMASTER BUJOLD'];None;True;Tapa blanda;9.45
EN CAÍDA LIBRE (LAS AVENTURAS DE MILES VORKOSIGAN 4);['LOIS MCMASTER BUJOLD'];None;True;eBook;6.64
CAZADOR;['JUAN PABLO FERNÁNDEZ DEL RÍO'];None;True;Tapa blanda;6.41
HERMANOS DE ARMAS (LAS AVENTURAS DE MILES VORKOSIGAN 5);['LOIS MCMASTER BUJOLD'];None;False;--;--
EL JUEGO DE LOS VOR (LAS AVENTURAS DE MILES VORKOSIGAN 4);['LOIS MCMASTER BUJOLD'];None;True;Tapa blanda;9.45
EL JUEGO DE LOS VOR (LAS AVENTURAS DE MILES VORKOSIGAN 4);['LOIS MCMASTER BUJOLD'];None;True;eBook;6.64
LA GUERRA DE LOS MUNDOS;['HERBERT GEORGE WELLS'];None;True;Tapa blanda;10.4
LA GUERRA DE LOS MUNDOS;['HERBERT GEORGE WELLS'];None;True;eBook;2.84
EL HOMBRE INVISIBLE / THE INVISIBLE MAN;['WELLS H G'];None;False;--;--
LOS ROBOTS DEL AMANECER;['ISAAC ASIMOV'];None;True;Tapa blanda;9.45
LOS ROBOTS DEL AMANECER;['ISAAC ASIMOV'];None;True;eBook;6.64
SUEÑOS DE ROBOT;['ISAAC ASIMOV'];5;True;Tapa blanda;9.45
SUEÑOS DE ROBOT;['ISAAC ASIMOV'];5;True;eBook;5.69
CRIPTONOMICON III: EL CODIGO ARETUSA;['NEAL STEPHENSON'];8;False;--;--
2001: UNA ODISEA ESPACIAL;['ARTHUR C. CLARKE'];8;True;Tapa blanda;9.45
2001: UNA ODISEA ESPACIAL;['ARTHUR C. CLARKE'];8;True;eBook;4.74
CRIPTONOMICON: EL CODIGO ENIGMA I;['NEAL STEPHENSON'];6;False;--;--
DOMINA;['BARBARA WOOD'];8;True;Tapa dura;18.9
DOMINA;['BARBARA WOOD'];8;True;Tapa blanda;9.45
DOMINA;['BARBARA WOOD'];8;True;eBook;6.64
DUNE. LA CASA DE CORRINO;['BRIAN HERBERT', 'KEVIN J. ANDERSON'];8;True;Tapa blanda;10.4
DUNE. LA CASA DE CORRINO;['BRIAN HERBERT', 'KEVIN J. ANDERSON'];8;True;eBook;4.74
CRIPTONOMICON II;['NEAL STEPHENSON'];7;False;--;--
SEGUNDA FUNDACION;['ISAAC ASIMOV'];8;True;Tapa blanda;9.45
SEGUNDA FUNDACION;['ISAAC ASIMOV'];8;True;eBook;9.49
EL MUNDO SUBTERRANEO;['SYDNEY FOWLER WRIGHT'];None;False;--;--
VIAJE ALUCINANTE II;['ISAAC ASIMOV'];6;True;Tapa blanda;9.45
DUNE: LA CASA HARKONNEN;['BRIAN HERBERT', 'K.J. ANDERSON'];7;False;--;--
DUNE: LA CASA ATREIDES;['BRIAN HERBERT', 'KEVIN J. ANDERSON'];8;False;--;--
NOCHE DE OSCURAS REVELACIONES;['FRANCESC GRIMALT'];None;True;Tapa blanda;18.0
CONDUCTA DEL SATRAPA,LA;['PEDRO NAVARRO ESTEBAN'];None;True;Tapa blanda;17.1
ESTOY EN PUERTOMARTE SIN HILDA Y OTROS CUENTOS.;['ISAAC ASIMOV'];None;True;Tapa blanda;11.4
LA TIERRA EN LLAMAS (PRIMERA GUERRA FORMICA 2);['ORSON SCOTT CARD', 'AARON JOHNSTON'];None;True;Tapa blanda;9.45
LA TIERRA EN LLAMAS (PRIMERA GUERRA FORMICA 2);['ORSON SCOTT CARD', 'AARON JOHNSTON'];None;True;eBook;6.64
LA TIERRA DESPREVENIDA (PRIMERA GUERRA FORMICA 1);['ORSON SCOTT CARD'];None;True;Tapa blanda;9.45
LA TIERRA DESPREVENIDA (PRIMERA GUERRA FORMICA 1);['ORSON SCOTT CARD'];None;True;eBook;1.89
EL COSMOS LARGO;['TERRY PRATCHETT'];None;True;Tapa blanda;9.45
EL COSMOS LARGO;['TERRY PRATCHETT'];None;True;eBook;6.64
ANTISOLAR;['EMILIO BUESO'];None;True;Tapa blanda;8.55
TRANSCREPUSCULAR;['EMILIO BUESO'];None;True;Tapa blanda;8.55
METRO 2034 (SAGA METRO 2);['DMITRY GLUKHOVSKY'];None;True;Tapa blanda;8.5
CUENTOS DE LA TABERNA DEL CIERVO BLANCO;['ARTHUR C. CLARKE'];8;False;--;--
LAS ESTRELLAS, MI DESTINO (2ª ED.) (OMNIUM);['ALFRED BESTER'];None;True;Tapa blanda;7.6
L HOME IL·LUSTRAT;['RAY BRADBURY'];None;True;Tapa blanda;18.9
NUEVA YORK 2140;['KIM STANLEY ROBINSON'];None;True;Tapa blanda;12.3
NUEVA YORK 2140;['KIM STANLEY ROBINSON'];None;True;eBook;4.74
NÓMADAS NOCTURNOS;['R. R. MARTIN GEORGE'];None;True;Tapa blanda;11.4
RETRATOS DE LOS HIJOS;['R. R. MARTIN GEORGE'];None;True;Tapa blanda;12.35
BATTLE ROYALE;['KOUSHUN TAKAMI'];None;True;Tapa blanda;9.45
LA GUERRA LARGA (SAGA LA TIERRA LARGA 2);['TERRY PRATCHETT', 'STEPHEN BAXTER'];None;True;Tapa blanda;9.45
LA GUERRA LARGA (SAGA LA TIERRA LARGA 2);['TERRY PRATCHETT', 'STEPHEN BAXTER'];None;True;eBook;6.64
EL LEGADO DE LOS DIOSES II. LOS CUENTOS DEL ÁRBOL VIEJO;['ISMAEL CONTRERAS CARMONA'];None;True;Otros;13.54
EL LEGADO DE LOS DIOSES I. LA LEYENDA DE LOS CIELOS;['ISMAEL CONTRERAS CARMONA'];None;True;Otros;13.54
VISITANTE DE OTRO TIEMPO;['ANA MAR�A M�RQUEZ GARC�A'];None;True;Otros;13.08
